Bridge Number According to Zucchetta,Bridge Name,Bridge Code,Canal Width (m),ID,Year Constructed,Date of Last Restoration,Year of Last Restoration,Time of Survey (24:00),Date of Survey,Survey Incomplete?,Private Bridge?,Address,Address Letter,Number of Street Address On Bridge,Street Addresses on Bridge,Canal Crossed,Segment Code,Northern Island Number,Southern Island Number,Northern Sestiere Code,Name of Northern Sestiere,Southern Sestiere Code,Name of Southern Sestiere,Number of Arches,Arch Style Code,Arch Style,Crooked Bridge?,Handicapped Accessible?,Number of Ramps,Construction Material Code,Construction Material,Numerical Condition of Bridge,Qualitative Condition of Bridge,Decorations,Numerical Condition of Decorations,Qualitative Condition of Decorations,Number of Northern Steps,Number of Southern Steps,Total Number of Steps,Height of Step (cm),Code for Material of Step Face,Face Material,Conditions of the Step Face,Description of Step Face Conditions,Step Depth (cm),Step Pavement Material Code,Step Pavement Material,Numerical Condition of Step Pavement Material,Qualitative Condition of Step Pavement Material,Minimum Step Width (m),Step Surface (Min),Total Surface Area of Steps (m^2) ,Material Code of Summit Pavement,Material of Summit Pavement,Numerical Condition of Summit Pavement,Qualitative Condition of Summit Pavement,Full Width Including Railings (m),Net Width of Bridge (m),Width of Summit (m),Length of Summit (m),Surface Area of Summit (m^2),Total Surface Area of Pavement (m^2),Surface Area From Map,Estimated Surface Area,Hypotenuse North (deg),Hypotenuse South (deg),N Cathetus (deg),S Cathetus (deg),Inclination North (deg),Inclination South (deg),Maximum Inclination (deg),Code for railing type,Type of Railing,Code for the material of the rail,Railing Material,Railing condition,Qualitative condition of Railing,Width of Eastern Railing (cm),Width of Western Railing (cm),Average railing width (cm),Average Height of Railing (m),Additional Handrail?,Protrusion North (m),Protrusion South (m),Span (m),Tide Level (m),Water level (cm),Height 1m North (m),Height Center (m),Height 1m South (m),Minimum Height (m),Average Height (m),Ratio of Span to Height,Thickness 2m North Of Center (m),Thickness 1m North Of Center (m),Central Thickness (m),Thickness 1m South of Center (m),Thickness 2m South of Center (m),Minimum Thickness (m),SE-N2,SE-N1,SE-C,SE-S1,SE-S2,H-N2,H-C,H-S2,SI-N2,SI-N1,SI-C,SI-S1,SI-S2,Photo Number of Arch,Photo Number of Ramp,Photo Number of Reference Elevation Point,Reference to CAD Drawings,Latitude,Longitude,Notes,History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Ponte del Forner,PESARO,4.15,294,,,,14:40,07-Mar-00,FALSE,FALSE,,,1,2060,Rio de la Pergola o de Ca' Pesaro                           ,PERG      ,25,26,SC,Santa Croce         ,SC,Santa Croce         ,1,6,Sesto Ribassato,FALSE,FALSE,2,15,"Mattoni, Intonaco e Pietra d'Istria",4,Ottime,,,,4,5,9,14,2,Pietra d'Istria,4,Ottime,37,3,Trachite,4,Ottime,1.35,0.50,4.50,3,Trachite,4,Ottime,3.7,3.62,3.14,2.65,8.32,12.82,22.00,17.41,1.9,2.35,0,0,0,0,0,2,Vuoto Geometrico,19,Mattoni e Pietra d'Istria,0,Pessime,4,4,4.00,0.86,FALSE,0,0,4.15,-0.16,0,1.97,2.13,1.99,1.97,2.03,2.11,0.65,0.50,0.41,0.51,0.66,0.41,1.53,1.35,1.22,1.35,1.56,3.48,3.51,3.5,0.88,0.85,0.81,0.84,0.9,,,,,45.4406503,12.3308883,1 civico 2060,"�to S. Eustace. From Pesaro palace, which was started over design Longhena in 1679, as we read in Roman numerals on a sign hand-held by a statue of the prospectus, and that was fulfilled in 1710. It would seem, however, that above that area there was a tenement belonging to the oldest Pesaro, since they are written to the Doge Giovanni Pesaro, born in 1590, he fell in his childhood from the palace of his family in the parish of St. Eustace. Here he sought a refuge on the last Doge Ludovico Manin after his abdication to the principality. The Pesaro, just the genealogist Barbaro came to Venice in 1225 from the city of this name in Romagna, where dicevansi Palmieri, and were exalted state. Yes many men of merit in the toga made clear in arms this family. Who has not known that Benedetto Pesaro, generalissimo of the sea, who had him beheaded on the prow of his galley istessa the infidel Carlo Contarini, conquered Cephalonia, S. Maura, and Alessio, freed from the siege of Naples Romania, and died in Corfu in 1503 after having been honorably marked the peace? They are also memorable actions of Jerome son of Benedict, James Bishop of Paphos, elected in 1501 by Pope apostolic legate and general of the papal linked to that of the Venetians, as well as Francesco archbishop of Zadar, then owner patriarch of Constantinople, and finally appointed by the Senate bishop of Brescia, who died in 1544. Nor should it be forgotten Giovanni Pesaro, made doge in 1658, a man famous for maturity of counsel, for various embassies incurred before, and have passionately harangued before the fathers lest you continue the war against the Turkish. In the code of Gradenigo, sometimes referred to with the title ""Memorable Cases Venetians, 'states that the election of the doge, was seen attached to the walls of the city the following sign: Live from the Pesaro Dear, What is it going in preson for laro, And last madness, The Bride � Dona Maria. Not knowing how, however, that the Doge Pesaro has no married woman named Mary, we may assume that the aforementioned satire is output instead thereof at the time of a Procurator of St. Marco Leonardo Pesaro, nephew of the Doge (an. 1649 which in 1648 had married Marietta Giovanni Priuli. Here then, for that addition of ispiegazione 'by the Chariot', must know that the Pesaro family was so nicknamed because it belonged that machine, made in wagon form, which carried the boats from the channel-Lizza Fusina to the lagoon, and from this to that, in 1324 it enabled once commanded of erecting a dam in chief of the same channel because the waters of the Brenta isgorgassero in the lagoon. was taken from the bank in 1561, and raised the 'wagon', building in its stead the ""Gates of Moranzan ', which were also of the jurisdiction of Pesaro, for which reason, when the same in 1613 declared themselves to public law, Pesaro received compensation. Pesaro The family rebuilt the church of St. John the Beheaded, costrusse, as well as various palaces, a magnificent altar, and sumptuous mausoleums in the church of Santa Maria Gloriosa dei Frari, and gave the name more streets of Venice. Conscience, that in times closer to us produced that prosecutor Francesco di S. Marco, and a large proponent of armed neutrality at the fall of the Republic, went extinct in the minor brother Francesco, who had incurred the charge ambassador in Rome.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Ponte del Cristo o del Tentor,CRIST2,4.64,311,,,,15:20,07-Mar-00,FALSE,FALSE,,,1,2042,Rio de la Pergola o de Ca' Pesaro                           ,PERG      ,25,26,SC,Santa Croce         ,SC,Santa Croce         ,1,4,Sesto Acuto,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,3,Buone,,,,8,8,16,11,2,Pietra d'Istria,2,Medie,40,8,Asfalto,1,Cattive,1.65,0.66,10.56,8,Asfalto,1,Cattive,7.1,7.00,6.38,5.19,33.11,43.67,52.70,48.19,3.65,3.6,0,0,0,0,0,3,Vuoto Decorato,6,Metallo,3,Buone,5,5,5.00,0.94,FALSE,0,0,4.64,-0.32,0,1.93,2.07,1.9,1.9,1.97,2.44,1.18,0.55,0.41,0.62,1.21,0.41,2.14,1.47,1.33,1.55,2.16,3.72,3.72,3.77,0.96,0.92,0.92,0.93,0.95,,,,,45.4401651,12.3302308,1 civico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Ponte Giovanelli,GIOVAN,5.41,340,,,,14:55,07-Mar-00,FALSE,FALSE,,,0,,Rio Mocenigo o de la Rioda o de S. Stae                     ,MOCE      ,24,25,SC,Santa Croce         ,SC,Santa Croce         ,1,6,Sesto Ribassato,FALSE,FALSE,2,6,Metallo,3,Buone,,,,8,7,15,15.5,6,Metallo,3,Buone,35,8,Asfalto,3,Buone,1.57,0.55,8.24,8,Asfalto,3,Buone,2.39,2.29,2.25,1.86,4.19,12.43,16.40,14.41,3.15,2.85,0,0,0,0,0,3,Vuoto Decorato,6,Metallo,3,Buone,5,5,5.00,1.01,FALSE,0,0,5.41,-0.21,0,2.64,2.78,2.66,2.64,2.69,2.05,0.09,0.14,0.19,0.15,0.09,0.09,1.12,1.19,1.07,1.2,1.12,4.04,4.06,4.07,1.03,1.05,0.88,1.05,1.03,,,,,45.4413182,12.3309732,Primo gradino sud e secondo nord in asfalto e Pietra d'Istria.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Ponte Privato (2069),MOCE_P1,4.49,295,,,,15:00,07-Mar-00,FALSE,TRUE,2069,,2,2069,Rio Mocenigo o de la Rioda o de S. Stae                     ,MOCE      ,24,25,SC,Santa Croce         ,SC,Santa Croce         ,1,2,Piano,FALSE,FALSE,2,40,"Mattoni, Legno e Pietra d'Istria",1,Cattive,,,,8,8,16,17,2,Pietra d'Istria,1,Cattive,32,2,Pietra d'Istria,1,Cattive,0.78,0.25,3.99,4,Legno,2,Medie,1.38,1.24,1.23,4.73,5.82,9.81,10.50,10.16,0,0,0,0,0,0,0,2,Vuoto Geometrico,4,Legno,2,Medie,7,7,7.00,0.94,FALSE,0,0,4.49,-0.24,0,2.47,2.45,2.44,2.44,2.45,1.84,0.23,0.24,0.22,0.23,0.24,0.22,1.17,1.18,1.16,1.17,1.18,3.89,3.85,3.85,0.94,0.94,0.94,0.94,0.94,,,,,45.441148,12.3308015,Secondo civico? Tubo del gas a ovest. 2  civici (secondo numero?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Ponte Privato (2062-2063),MOCE_P2,3.95,319,,,,15:10,07-Mar-00,FALSE,TRUE,2062,,2,"2062, 2063",Rio Mocenigo o de la Rioda o de S. Stae                     ,MOCE      ,24,25,SC,Santa Croce         ,SC,Santa Croce         ,1,1,A tutto Sesto,FALSE,FALSE,4,15,"Mattoni, Intonaco e Pietra d'Istria",2,Medie,5+5  bugne,2,Medie,2,5,7,20,2,Pietra d'Istria,0,Pessime,29,2,Pietra d'Istria,0,Pessime,1.9,0.55,3.86,8,Asfalto,0,Pessime,4,3.52,3.49,2.24,7.82,11.67,24.00,17.84,1.17,2.58,0,0,0,0,0,1,Piena,15,"Mattoni, Intonaco e Pietra d'Istria",2,Medie,24,24,24.00,0.89,FALSE,0,0,3.95,-0.28,0,2.27,2.55,2.27,2.27,2.36,1.74,,0.72,0.43,0.68,,0.43,,1.39,1.11,1.35,,3.94,3.94,3.9,1.41,0.67,0.68,0.67,1.02,,,,,45.4408645,12.330486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Ponte de la Rioda,RIODA,4.55,302,,,,15:30,07-Mar-00,FALSE,FALSE,,,0,,Rio Mocenigo o de la Rioda o de S. Stae                     ,MOCE      ,24,25,SC,Santa Croce         ,SC,Santa Croce         ,1,1,A tutto Sesto,FALSE,FALSE,3,15,"Mattoni, Intonaco e Pietra d'Istria",4,Ottime,,,,7,8,15,14,2,Pietra d'Istria,4,Ottime,40,3,Trachite,4,Ottime,1.2,0.48,7.20,3,Trachite,4,Ottime,3.55,3.49,3.04,2.6,7.90,15.10,39.30,27.20,3.35,5.46,0,0,0,0,0,3,Vuoto Decorato,6,Metallo,3,Buone,3,3,3.00,0.92,TRUE,0.2,0.2,4.15,-0.35,0,2.09,2.41,2.12,2.09,2.21,1.99,,0.59,0.37,0.66,,0.37,,1.52,1.25,1.58,,3.96,4.01,4.05,0.92,0.93,0.88,0.92,0.93,,,,,45.4403993,12.3299276,,"�San Eustachio. Took its name from the wheel (maybe the patrician family crest Molin which scorgesi carved above the wall of the last building coasting towards the brook 'Grand Canal', building that served the reductions of the brotherhood of the ""Battioro"" and ""Tiraoro.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Ponte Privato (1903/A),MOCE_P3,4.13,297,,,,15:35,07-Mar-00,FALSE,TRUE,1903,A,1,1903A,Rio Mocenigo o de la Rioda o de S. Stae                     ,MOCE      ,24,25,SC,Santa Croce         ,SC,Santa Croce         ,1,8,Trapezoidale,FALSE,FALSE,2,4,Legno,3,Buone,,,,7,7,14,18,13,Vuoto,,,27,4,Legno,3,Buone,1.1,0.30,4.16,4,Legno,3,Buone,1.28,1.08,1.1,1.58,1.74,5.90,6.30,6.10,2.48,2.46,0,0,0,0,0,2,Vuoto Geometrico,4,Legno,3,Buone,10,10,10.00,0.87,FALSE,0,0,4.13,-0.37,0,2.36,2.52,2.31,2.31,2.40,1.79,,0.21,0.21,0.26,,0.21,,1.13,0.97,1.18,,3.86,3.86,3.86,,0.92,0.76,0.92,,,,,,45.4401795,12.3296678,Primo gradino nord e sud in Pietra d'Istria.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Ponte del Tentor,TENTOR,3.02,289,,,,11:15,18-Mar-00,FALSE,FALSE,,,0,,Rio de Ca' Tron                                             ,TRON      ,23,24,SC,Santa Croce         ,SC,Santa Croce         ,1,1,A tutto Sesto,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,3,Buone,,,,8,8,16,13,2,Pietra d'Istria,4,Ottime,46,3,Trachite,4,Ottime,1.1,0.51,8.10,3,Trachite,4,Ottime,2.8,2.74,1.1,2,2.20,10.30,21.40,15.85,4.13,4.18,0,0,0,0,0,3,Vuoto Decorato,6,Metallo,3,Buone,3,3,3.00,0.94,TRUE,0,0,3.02,0.19,0,1.69,2.12,1.71,1.69,1.84,1.79,,0.75,0.50,0.87,,0.50,,1.8,1.37,1.78,,3.3,3.3,3.3,,1.05,0.87,0.91,,,,,,45.4408033,12.3289253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Ponte del Megio,MEGIO,4.2,313,,,,16:05,07-Mar-00,FALSE,FALSE,,,0,,Rio del Megio                                               ,MEGI1     ,23,22,SC,Santa Croce         ,SC,Santa Croce         ,1,1,A tutto Sesto,FALSE,FALSE,4,15,"Mattoni, Intonaco e Pietra d'Istria",3,Buone,,,,8,10,18,14,2,Pietra d'Istria,4,Ottime,40,3,Trachite,4,Ottime,2.45,0.98,17.64,3,Trachite,4,Ottime,3.47,3.41,2.95,1.83,5.40,23.04,43.00,33.02,2.15,2.13,0,0,0,0,0,3,Vuoto Decorato,6,Metallo,3,Buone,3,3,3.00,0.96,FALSE,0.3,0.3,3.6,-0.45,0,2.04,2.3,2.07,2.04,2.14,1.76,,0.42,0.35,0.41,,0.35,,1.45,1.2,1.42,,3.94,3.95,3.94,0.94,1.03,0.85,1.01,0.96,,,,,45.440921,12.3284232,"Targa a est : ""1866"".","�to S. James dall'Orio. In Topographical map of Venice, published by Coronelli, we note that at these localities there were ""public warehouses sayings of them Megio, or Mile."" These barns, still subsisting, acquired the name, perhaps because there was once a large amount of the fine fodder, ""Megio"" or millet, the respondent, of which we see occur sometimes made to pack the bread flour for use by the population. In fact, attested to in the news, many people would have perished in the famine of 1346 ""fuisset Milium nisi quod erat tunc Venetiis, et fuerat good for XX, XXI XXII et annos."" Even the record Molin (Stork Codes 2620, 2621 notes that in the famine of 1559 �sary lot of dead people if the providence of the Senate had not opened them magazzeni de nautical miles saved them in this respect."" And when he died in 1570 the Doge Pietro loredan, there were, according to the Additions to the chronicle of Caroldo (Class VII, Code 142 of the Marciana, ""cries popular for famine, telling the dose Megioto, which fe 'sell to Pistori the millet bread with sarsezza."" On ""Foundation Megio"" stands a house style of the fifteenth century, which was the famous historian Marino Sanudo. See Rawdon Brown (""Ragguagli on the life and works of Marino Sanuto."" On the front of it was placed, they are not many years, commemorative iscrizione.Sul ""Rio Megio� s'ammira the palace Priuli-Statius, taste sansovinesco. formerly belonged to Surian, an ancient patrician family, settled in 1630. John q. Antonio vendevalo of this family in 1584 to Priced , which, after having done rifabbricare, as we see nowadays, resold in 1636 to the Commissioner of Lorenzo Statius, from what family in 1659 was in ownership of the Priuli. Successes other passages, was finally bought in 1859 by the City of Venice, and for some years he did serve in district Guards Municipali.Sopra It contained this stream, similarly, the palace Renier, destroyed in 1811, where he was born in 1710 penultimate Doge Paolo Renier.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Ponte del Colombo,COLOMB,8.37,342,,,,15:55,07-Mar-00,FALSE,FALSE,,,0,,Rio del Megio                                               ,MEGI2     ,22,24,SC,Santa Croce         ,SC,Santa Croce         ,1,4,Sesto Acuto,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,4,Ottime,3 scudi a ovest + 2 mascheroni,4,Ottime,9,12,21,14,2,Pietra d'Istria,4,Ottime,50,3,Trachite,4,Ottime,2.2,1.10,23.10,3,Trachite,4,Ottime,4.17,4.10,3.68,3.25,11.96,35.06,53.80,44.43,7.42,8.65,0,0,0,0,0,3,Vuoto Decorato,6,Metallo,4,Ottime,3.5,3.5,3.50,0.95,TRUE,0.5,0.5,7.37,-0.42,0,2.68,2.88,2.75,2.68,2.77,2.75,0.92,0.65,0.47,0.62,0.78,0.47,1.9,1.57,1.39,1.55,1.77,4.67,4.69,4.72,0.98,0.92,0.92,0.93,0.99,,,,,45.4402257,12.3288207,,"to S. James dall'Orio. James, Peter, Gaudenzio, and John, sons of Hyacinth Columbus and Bartolammea Gozzi, with instrument 20 May 1695, in acts of Raffaele Todeschini N. V. they bought a house in S. James dall'Orio from the monastery of St. Cross of Giudecca. This house, for proof of the description of S. James dall'Orio of 1713, stood precisely at the Bridge, and the other way, that therefore they said ""Columbus."" Hyacinth Colombo, father of the brothers said, had come to Venice from Tuscolano on the Riviera di Salo, where his wealthy family trovavasi in luck. Among the sons of him, John, citizen originally approved April 10,1726, he was steward of Prosecutors' de Supra, ""and died"" Masser at Arsenal. "" They were of equal citizens approved originarii Andrew, son of John, May 2,1737, Peter, son of Andrea, September 20,1760, and Hyacinth, son of Peter, March 4, 1790. The latter was a notary public, and he also was born in the parish of St. James dall'Orio. Even the Colombo family that we deal with had the glory of producing the Great Chancellor John. See Dove (Campiello della).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Ponte del Forner,FORNER2,5.36,323,,,,18:00,06-Mar-00,FALSE,FALSE,,,0,,Rio de S. Boldo                                             ,BOLD3     ,26,30,SC,Santa Croce         ,SP,San Polo            ,1,2,Piano,FALSE,FALSE,2,6,Metallo,1,Cattive,,,,11,12,23,12,2,Pietra d'Istria,1,Cattive,46,8,Asfalto,0,Pessime,1.1,0.51,11.64,8,Asfalto,0,Pessime,2.12,2.04,2.03,7.57,15.37,27.01,36.10,31.55,8.62,6.02,0,0,0,0,0,3,Vuoto Decorato,6,Metallo,2,Medie,4,4,4.00,0.83,TRUE,0.3,0.3,4.76,-0.56,0,2.62,2.63,2.59,2.59,2.61,1.84,0.44,0.45,0.44,0.44,0.45,0.44,1.25,1.28,1.28,1.28,1.27,4.46,4.47,4.43,0.81,0.83,0.84,0.84,0.82,,,,,45.4390865,12.3297056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Ponte del Modena,MODENA,4.33,315,,,,17:40,06-Mar-00,FALSE,FALSE,,,2,"2263, 2264",Rio de S. Boldo                                             ,BOLD2     ,25,30,SC,Santa Croce         ,SP,San Polo            ,1,4,Sesto Acuto,FALSE,FALSE,2,15,"Mattoni, Intonaco e Pietra d'Istria",2,Medie,,,,10,9,19,14,2,Pietra d'Istria,3,Buone,37,8,Asfalto,1,Cattive,1.97,0.73,13.85,8,Asfalto,1,Cattive,5.89,5.81,5.89,2.14,12.60,26.45,38.10,32.28,4.2,4.03,0,0,0,0,0,3,Vuoto Decorato,6,Metallo,2,Medie,4,4,4.00,0.98,FALSE,0,0,4.33,-0.57,0,2.22,2.48,2.29,2.22,2.33,1.95,0.85,0.56,0.46,0.66,1.68,0.46,2.18,1.6,1.32,1.49,2.52,4.39,4.37,4.35,1.33,1.04,0.86,0.83,0.84,,,,,45.4394835,12.329075,,"�San Boldo. The ""Bridge of Modena 'in San Boldo, it is also said that"" the Church ""after the nearby church of St. Ubaldo, or"" Boldo "", now destroyed, reminiscent of a family Modena. Scorgesi in the description of the S. Boldo pel 1713 that over the ""Bridge of the Church"" lived ""Mr. James Modena q. Holy stable Scola dei Mercanti "", and that in the vicinity It contained a"" magazzen cold cuts required to rent from sud.to Modena ', for whom he paid pigione ""alli heirs of q. Zulian Paiton. "" Even March 12, 1750 ""James Modena q. Santo, a native of Chiozia, but inhabitant Va since the early years of his life, at the age of 77 years old, lives in S. Boldo, shopkeeper in the square, ""which was called to the office of the witness'"" Avogaria ""to give information about a Riosa Paolina, who asked to be enabled, maritandosi with a patrician, able to procreate children of the Great Council. Finally, ""James Modena 'is counted among the citizens living in the parish of St. Boldo dall'Anagrafi ordered by the Superintendents of Health pell'anno 1761.Il ""Bridge of Modena 'communicated its name to the nearby Calle. At the ""Bridge of Modena 'scorgesi the ancient palace of the family Secco, the lion crossed, weapon which is engraved above the prospectus. This palace was afterwards of Zorzi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Ponte Storto,STORT3,3.09,379,,,,17:25,06-Mar-00,FALSE,FALSE,,,1,2269,Rio de S. Boldo                                             ,BOLD1     ,24,30,SC,Santa Croce         ,SP,San Polo            ,1,1,A tutto Sesto,TRUE,FALSE,2,15,"Mattoni, Intonaco e Pietra d'Istria",2,Medie,5+5 bugne a diamante,2,Medie,8,10,18,14,2,Pietra d'Istria,2,Medie,35,8,Asfalto,2,Medie,1.44,0.50,9.07,8,Asfalto,1,Cattive,2.11,1.44,1.44,2.71,3.90,12.97,22.20,17.59,4.07,6.19,0,0,0,0,0,1,Piena,15,"Mattoni, Intonaco e Pietra d'Istria",2,Medie,25,42,33.50,0.88,FALSE,0,0,3.09,-0.57,0,2.67,2.86,2.55,2.55,2.69,1.21,0.90,0.49,0.32,0.44,1.04,0.32,1.78,1.31,1.14,1.43,1.95,4.55,4.57,4.55,0.88,0.82,0.82,0.99,0.91,,,,,45.439646,12.3288188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Ponte S. Boldo,BOLDO,8.61,368,,,,17:00,06-Mar-00,FALSE,FALSE,,,0,,Rio de S. Giacomo dell'Orio                                 ,ORIO1     ,30,22,SP,San Polo            ,SC,Santa Croce         ,1,6,Sesto Ribassato,FALSE,FALSE,2,15,"Mattoni, Intonaco e Pietra d'Istria",2,Medie,,,,11,10,21,12.5,2,Pietra d'Istria,2,Medie,44.5,8,Asfalto,1,Cattive,2.29,1.02,21.40,8,Asfalto,1,Cattive,2.79,2.27,2.29,3.1,7.10,28.50,39.10,33.80,5.66,4.99,0,0,0,0,0,1,Piena,15,"Mattoni, Intonaco e Pietra d'Istria",2,Medie,26,26,26.00,0.89,FALSE,0,0,8.61,-0.56,0,2.66,2.79,2.64,2.64,2.70,3.26,0.39,0.38,0.31,0.42,0.50,0.31,1.38,1.24,1.13,1.27,1.43,4.46,4.48,4.47,0.99,0.86,0.82,0.85,0.93,,,,,45.4394696,12.3283868,Tre tiranti trasversali.,". The parish church of St. Ubaldo, vulgarly 'S. Boldo, ""fabbricossi, under the invocation of St. Agatha, the patrician families and Tron Just around the eleventh century, but caught fire in 1105 it was renovated, and afterwards enlarged in 1305. With the progress of time, from the vicinity of a hospital, said S. Ubaldo, founded by Mr and Mrs Thomas for 12 poor and Lorenza de Matteo from Florence, with the acts of last will december 19 1395 and August 16,1429, began to be titled, as well as S. Agatha, also of St. Ubaldo, and finally remained with the latter name only. Yield falling in 1735, was rebuilt in 4 years. It closed in 1808 and later demolished, but not in a way that we do not scorgano leftovers along with those of the tower. The hospital or hospice, S. Ubaldo still lends itself to its original destination.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Ponte del Paruchetta,PARUCH,5.68,381,,,,16:50,06-Mar-00,FALSE,FALSE,,,0,,Rio de S. Giacomo dell'Orio                                 ,ORIO2     ,22,30,SC,Santa Croce         ,SP,San Polo            ,1,6,Sesto Ribassato,FALSE,FALSE,2,15,"Mattoni, Intonaco e Pietra d'Istria",3,Buone,4 bugne/ 3 scudi a ovest,3,Buone,9,9,18,13,2,Pietra d'Istria,4,Ottime,46,8,Asfalto,4,Ottime,2.13,0.98,17.64,3,Trachite,4,Ottime,2.67,2.59,2.13,2.4,5.11,22.75,43.80,33.27,6.18,6.07,0,0,0,0,0,3,Vuoto Decorato,6,Metallo,3,Buone,4,4,4.00,0.97,FALSE,0.6,0,5.08,-0.55,0,2.31,2.46,2.4,2.31,2.39,2.20,0.67,0.57,0.49,0.41,0.51,0.41,1.65,1.48,1.38,1.4,1.57,4.34,4.39,4.35,0.98,0.91,0.89,0.99,1.06,,,,,45.4392682,12.3281253,,"�to S. James dall'Orio. From ridiculous that began to spread the populace over the strange wig waves pot covers the head of a seller and harvests, which had here at the shop. This vienci told by Dezan in his illustrations to '""Iconography"" of Paganuzzi.Sull' corner of a house style archiacuto, but afterwards modernized, the mouth of the ""Rio will hold the Parrucchetta,"" scorgesi affixed to the wall of a bas-relief of the century XV, representing the Justice and Peace, flanking a shield coats of arms of noble families seize Soranzo and Pisani joint together. This bas-relief, which is found designed by Grevembroch, but also is engraved in the ""History of Sculpture"" of co. Cicognara, who says that ""pel touch of the chisel, the grace and simplicity of implementation, there seems to belong to an artist of the moment."" As for the house over which there exists, in the sixteenth century it was no longer Soranzo and Pisani, but Contarini, and at the time of Cicognara, ie at the beginning of the present century, belonged to a Jerome Morolin.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
